experiment_doc_id,gold_document_id,strategy,dimension,experiment_dimension,gold_label,predicted_label,gold_binary,predicted_binary
BRAC-Uganda-Audited-Financial-Statements,BRAC_Uganda_AuditedFinancials_2023,S5_extended,going_concern,going_concern,CLEAR,CLEAR,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S1_full,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S1_full,expense_spike,expense_spike,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S1_full,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S2_sections,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S2_sections,expense_spike,expense_spike,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S2_sections,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S2_sections,going_concern,going_concern,CLEAR,N/A,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S3_fields,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S3_fields,expense_spike,expense_spike,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S3_fields,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S3_fields,audit_opinion,audit_opinion,CLEAR,N/A,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S4_hybrid,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S4_hybrid,expense_spike,expense_spike,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S4_hybrid,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S4_hybrid,audit_opinion,audit_opinion,CLEAR,N/A,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S4_hybrid,going_concern,going_concern,CLEAR,N/A,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S5_extended,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S5_extended,expense_spike,expense_spike,ESCALATE,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S5_extended,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
BRAC-Liberia-Audited-Financial-Statements,BRAC_Liberia_AuditedFinancials_2023,S5_extended,going_concern,going_concern,CLEAR,N/A,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S1_full,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S1_full,expense_spike,expense_spike,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S1_full,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S2_sections,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S2_sections,expense_spike,expense_spike,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S2_sections,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S2_sections,going_concern,going_concern,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S3_fields,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S3_fields,expense_spike,expense_spike,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S3_fields,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S3_fields,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,expense_spike,expense_spike,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,going_concern,going_concern,CLEAR,N/A,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,expense_spike,expense_spike,ESCALATE,FLAG,1,1
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,going_concern,going_concern,CLEAR,N/A,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,expense_spike,expense_spike,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,expense_spike,expense_spike,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,going_concern,going_concern,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,expense_spike,expense_spike,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,expense_spike,expense_spike,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,going_concern,going_concern,CLEAR,N/A,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,expense_spike,expense_spike,FLAG,FLAG,1,1
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,going_concern,going_concern,CLEAR,N/A,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,expense_spike,expense_spike,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,revenue_concentration,revenue_concentration,ESCALATE,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,expense_spike,expense_spike,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,going_concern,going_concern,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,expense_spike,expense_spike,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,audit_opinion,audit_opinion,CLEAR,N/A,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,expense_spike,expense_spike,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,going_concern,going_concern,CLEAR,N/A,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,revenue_concentration,revenue_concentration,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,expense_spike,expense_spike,CLEAR,FLAG,0,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,unallowable_expenditure,unallowable_expenditure,FLAG,CLEAR,1,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,going_concern,going_concern,CLEAR,N/A,0,0
PATH-annual-report-2024,PATH_AnnualReport_2024,S1_full,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
PATH-annual-report-2024,PATH_AnnualReport_2024,S1_full,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
PATH-annual-report-2024,PATH_AnnualReport_2024,S2_sections,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
PATH-annual-report-2024,PATH_AnnualReport_2024,S2_sections,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
PATH-annual-report-2024,PATH_AnnualReport_2024,S3_fields,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
PATH-annual-report-2024,PATH_AnnualReport_2024,S3_fields,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
PATH-annual-report-2024,PATH_AnnualReport_2024,S4_hybrid,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
PATH-annual-report-2024,PATH_AnnualReport_2024,S4_hybrid,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
PATH-annual-report-2024,PATH_AnnualReport_2024,S5_extended,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
PATH-annual-report-2024,PATH_AnnualReport_2024,S5_extended,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,expense_spike,expense_spike,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,revenue_concentration,revenue_concentration,FLAG,FLAG,1,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,expense_spike,expense_spike,CLEAR,FLAG,0,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,pass_through_risk,passthrough_risk,FLAG,FLAG,1,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,going_concern,going_concern,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,expense_spike,expense_spike,CLEAR,FLAG,0,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,expense_spike,expense_spike,CLEAR,FLAG,0,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,going_concern,going_concern,CLEAR,N/A,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,revenue_concentration,revenue_concentration,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,expense_spike,expense_spike,CLEAR,FLAG,0,1
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,pass_through_risk,passthrough_risk,FLAG,CLEAR,1,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,unallowable_expenditure,unallowable_expenditure,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,going_concern,going_concern,CLEAR,N/A,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,expense_spike,expense_spike,FLAG,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,unallowable_expenditure,unallowable_expenditure,ESCALATE,CLEAR,1,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,going_concern,going_concern,CLEAR,CLEAR,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,expense_spike,expense_spike,FLAG,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,unallowable_expenditure,unallowable_expenditure,ESCALATE,CLEAR,1,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,going_concern,going_concern,CLEAR,CLEAR,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,expense_spike,expense_spike,FLAG,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,pass_through_risk,passthrough_risk,ESCALATE,FLAG,1,1
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,unallowable_expenditure,unallowable_expenditure,ESCALATE,CLEAR,1,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,audit_opinion,audit_opinion,CLEAR,CLEAR,0,0
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,going_concern,going_concern,CLEAR,N/A,0,0
